Website,Brand,Title,Review,Rating,Author Name,Review Date,Views,Like Count,Dislike Count,URL
Cardekho.com,MG Hector,Value For Money,"Looks like MG Hector will disrupt the automotive segment in India. Still waiting for my car, but at this stage after observing all positive and negative reviews about the car, I still opine it is worth the wait. I hope MG will not disappoint its fan followers in this segment.",5,Anonymous,10-Aug-19,17,0,1,https://www.cardekho.com/user-review/mg-hector/value-for-money-77559.htm
Cardekho.com,MG Hector,Superbb!!!,"MG Hector is in the waiting period. I loved the test drive and I am sure it a great car with a lot of features. I am eagerly waiting for it as I am a car lover and to my knowledge, this car gives you all the things that you would need in this modern country.",5,Anonymous,8-Aug-19,17,0,0,https://www.cardekho.com/user-review/mg-hector/superbb-77059.htm
Cardekho.com,MG Hector,Just Amazing,The Sunroof & the infotainment system of MG Hector is just a phenomenon and the technology in the car is simply awesome.,4,Aman,10-Aug-19,20,0,0,https://www.cardekho.com/user-review/mg-hector/just-amazing-77607.htm
Cardekho.com,MG Hector,Best car with internet connectivity,"I like internet connectivity in this car because if I'm away from the car I can start the engine without anyone's help from anywhere. This will be more helpful to those who are taking the diesel version, while the owner is away from the car for months they can start the engine from anywhere using the app.",5,Thoufeequl Rashid T,10-Aug-19,171,0,0,https://www.cardekho.com/user-review/mg-hector/best-car-with-internet-connectivity-77601.htm
Cardekho.com,MG Hector,True Human Thing!,"I just got the delivery of the car... I am very happy to have such a prime car at me. A worthy car only I can say. Huge Boot space. Very good suspension. Big screen and Very good stability control on turns. I also tested it for hill assistant and such good results... Although I haven't gone for off-road, I drive through a road of full patches and Mud and I found it as a Good offroader too.",5,Sai Holkar,3-Aug-19,10192,4,0,https://www.cardekho.com/user-review/mg-hector/true-human-thing-76141.htm
Cardekho.com,MG Hector,The best car till now - MG Hector,"I just got the delivery of the car... I am very happy to have such a prime car. A worthy car only I can say. Huge Boot space. Very good suspension. Big screen and Very good stability control on turns. I also tested it for hill assistant and such good results. Although I haven't gone for off-road, I drive through a road of full patches and Mud and I found it as a Good offroader too.",5,Manan Singh,7-Aug-19,4979,0,0,https://www.cardekho.com/user-review/mg-hector/the-best-car-till-now-mg-hector-76986.htm
Cardekho.com,MG Hector,A Tough Rival,The car is good overall but lags in power when used at its full limit. (7seats+luggage). It's little lighter than its rivals but also an economic one. Its presence is noteworthy but feels bulky sometimes.,4,Atharva Vilas72jadhav,5-Aug-19,4231,1,4,https://www.cardekho.com/user-review/mg-hector/a-tough-rival-76490.htm
Cardekho.com,MG Hector,Stunning Hood,MG Hector is really a stunning car specially in this segment. Everyone loves is design and interface. Voice command features are the center of attraction in this car. There will be more rivals to this car in the near future like Kia seltos and more.,4,Dushyant,6-Aug-19,21,0,1,https://www.cardekho.com/user-review/mg-hector/stunning-hood-76723.htm
Cardekho.com,MG Hector,Superb Car: MG Hector,"Hello, this is just a review after doing 4000 km on diesel top-end variant. I will not get into looks and interiors as so many people have written on it. I would just focus on my 4000 km travel experience. Did hill as well as national and state highway driving? Touched 170 km/h speed. Car is excellent to drive and braking at high-speed is fantastic. No vibration or sitting while breaking, just stops straight. On the bridge, joints do not jump or shake. Would rate it better than a Fortuner or Q5 which I have driven on some roads (Lucknow to Delhi). Hill driving did between Kanpur and shaktinagar. On hill, I find the car has less power especially when u change gears. The car has a perfect grip on hill turns. The car gave me an average fuel consumption of 18 between Kanpur and shaktinagar. Very comfortable seats just don't feel tired. Everything was perfect except for two issues. 1. headlights need improvement as on rainy night visibility gets bad. 2. Wiper blades need some improvement as it leaves some foggy impression on the glass for a second.",5,Sameer Bhargava,6-Aug-19,13469,50,7,https://www.cardekho.com/user-review/mg-hector/superb-car-mg-hector-76699.htm
Cardekho.com,MG Hector,Super duper car,"This car is superb, terrific, awesome, best interior with Bluetooth, navigation, roof window, touch screen, ABS, airbags, radio, the exterior with alloy wheels and beautiful colours.",5,Divyansh Chera,4-Aug-19,676,0,0,https://www.cardekho.com/user-review/mg-hector/super-duper-car-76258.htm
Cardekho.com,MG Hector,I love mg hector,Very nice car MG Hector wonderful and safe travels and tours. It's Very good best maintenance packages.,5,Gaurav Maid,4-Aug-19,48,0,1,https://www.cardekho.com/user-review/mg-hector/i-love-mg-hector-76251.htm
Cardekho.com,MG Hector,A Good Car,The features are impressive. The acceleration is great within a good price range. The built quality is nice. ,4,Engineer Gaurav Aditya,6-Aug-19,19,0,1,https://www.cardekho.com/user-review/mg-hector/a-good-car-76733.htm
Cardekho.com,MG Hector,Great Mileage Car,Excellent looks with great mileage. fabulous design with a comfortable interior.,5,Puneet,6-Aug-19,49,0,1,https://www.cardekho.com/user-review/mg-hector/great-mileage-car-76810.htm
Cardekho.com,MG Hector,Luxury Car,It is a luxury car which has fabulous features and comes with beautiful looks,5,Crime Branch,6-Aug-19,21,0,0,https://www.cardekho.com/user-review/mg-hector/luxury-car-76705.htm
Cardekho.com,MG Hector,THE SHOW-OFF CAR,"I took a test drive on the new nice looking car called MG. Yes, it's a good looking car and fully loaded with top features that the competitors do not have till I am writing this but, I expect that Hyundai will make the new car to make a tough competition for them. MG driving experience (diesel), I noticed the engine sound is a bit lower than the compass and the harrier. It gives good power. wheel spin is controlled, but I noticed one issue that space (gap) between the clutch pedal and the dead pedal is low its bit discomfort for the driver. the suspension is supreme but doesn't know the condition at corners. Music system (infinity) is supreme, but the white cloth-like cover for the sunroof has no quality. The wheel size could be better. the instrument cluster is not up to the mark. Other wise its a nice car waiting for a face lift of this model.",4,Fasil Sha S,1-Aug-19,10757,5,0,https://www.cardekho.com/user-review/mg-hector/the-showoff-car-75658.htm
Cardekho.com,MG Hector,THE INTERNET CAR,"Internet would be the ultimate version of MG Hector. The ultimate speak recognition that would understand everything on the car. It would understand exactly what you wanted, and it would give you the right thing. In this generation, we want a car like this. Today People want an update. MG is a brilliant car. Because It is an Internet car..its the best one...",5,Sadhik S,3-Aug-19,1141,1,1,https://www.cardekho.com/user-review/mg-hector/the-internet-car-76127.htm
Cardekho.com,MG Hector,Comfortable for family,"This car is really exciting because this all has all features which a luxury car not have, and it is very much comfortable for a family to go anywhere and we should carry many bags in his boot, and this is a really such one of first internet car.",5,Uday Sabharwal,31-Jul-19,2829,0,0,https://www.cardekho.com/user-review/mg-hector/comfortable-for-family-75459.htm
Cardekho.com,MG Hector,Advance machine,"Loved the internet feature, aggressive look, comfortable seats, enough leg, space, and great pickup.",5,Anonymous,3-Aug-19,42,0,0,https://www.cardekho.com/user-review/mg-hector/advance-machine-76042.htm
Cardekho.com,MG Hector,SUV of the year,"Amazing SUV. Best in class features. Worth buy. 10, touch screen and design super.",4,Santosh Deshmukh,3-Aug-19,23,0,1,https://www.cardekho.com/user-review/mg-hector/suv-of-the-year-76129.htm
Cardekho.com,MG Hector,MG Hector: Best Car,"Hector is one best car in this world. The technology and system of this car are really very good and useful and as it said in the advertisements, its Human Car in this modern era. Look wise too it stands apart and my favorite is its electric sunroof which opens with the human voice. ",5,Dhruman Patel,1-Aug-19,221,0,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-best-car-75584.htm
Cardekho.com,MG Hector,A Worthy Car,This is the best car in this affordable price range. The build quality is nice. The pick up is amazing. The safety features are marvellous.,,,,,,,
Cardekho.com,MG Hector,Excellent car,"It is an excellent car with great specification, safety, and overall performance. The features of this car are great, I really loved it!",5,Thomas Abraham,3-Aug-19,18,0,1,https://www.cardekho.com/user-review/mg-hector/excellent-car-76000.htm
Cardekho.com,MG Hector,Best SUV,"Best SUV, good boot space with internet connectivity. Thanks MG for introducing such a wonderful piece of your creation.",5,Arjun K,2-Aug-19,15,0,1,https://www.cardekho.com/user-review/mg-hector/best-suv-75776.htm
Cardekho.com,MG Hector,Best car in this price range,The best feature of this car is- 1- voice control 2- Big touch screen  3- Alloy Wheels,5,Adnan Khan,31-Jul-19,38,0,0,https://www.cardekho.com/user-review/mg-hector/best-car-in-this-price-range-75480.htm
Cardekho.com,MG Hector,Boom Boom - Mg Hector!!,The first time when MG reveals it price from that time my aim was to buy tMG Hector! The exterior build quality is really solid. All metal panels have a really nice heft to them and they inspire a lot of confidence in the product. Paint quality is really really good!! But the car design was not so good but inside the car and it instantly scores on the perceived premium-feel. The layered dash with soft-touch leather. The infotainment system is slick and fast to respond but overall it is a value for money and I really satisfied with its performance!!,5,Anonymous,29-Jul-19,24,0,0,https://www.cardekho.com/user-review/mg-hector/boom-boom-mg-hector-75082.htm
Cardekho.com,MG Hector,I love this car,"Lo price but excellent SUV. Everyone needs an SUV who loves the car. MG Hector a Small SUV but it's 2.0 bs-6 diesel engine gives more power. It's Platform and interior design are so good and the sunroof of MG Hector, the outer design is excellent. The middle class who needs an SUV MG Hector comes to fulfill these dreams.",5,Jalti Madahi,26-Jul-19,7909,2,0,https://www.cardekho.com/user-review/mg-hector/i-love-this-car-74485.htm
Cardekho.com,MG Hector,Touch screen,It is an excellent car with good features and it has a good capacity with brilliant features. The screen is the main reason to make this car an excellent piece.,5,Sapna Singla,30-Jul-19,72,2,0,https://www.cardekho.com/user-review/mg-hector/touch-screen-75153.htm
Cardekho.com,MG Hector,Great car suspension and style.,It's amazing in its price range and of course the interior is best and amazing features enjoyed driving this beauty but all cars can't be so perfect its suspension should be more strong.,4,Palkesh Jaiswal,29-Jul-19,1407,0,0,https://www.cardekho.com/user-review/mg-hector/great-car-suspension-and-style-75028.htm
Cardekho.com,MG Hector,Fantastik look,"Supercar, very powerfull, nice look, and great performance.",5,Suthar Chetu Dj,28-Jul-19,19,1,0,https://www.cardekho.com/user-review/mg-hector/fantastik-look-74785.htm
Cardekho.com,MG Hector,Overall Great !!!,"Good design, upmarket SUV, intelligent features, Net savvy, impressive looks, dynamic and extraordinary Machine.",5,Puneet B Sharma,28-Jul-19,21,0,1,https://www.cardekho.com/user-review/mg-hector/overall-great-74779.htm
Cardekho.com,MG Hector,Morris Garrage,This car is more comfortable. It is a gorgeous model of Morris garage... Ground clearance is not as high as Fortuner.,5,Sankat Mochan Biswal,28-Jul-19,20,0,2,https://www.cardekho.com/user-review/mg-hector/morris-garrage-74774.htm
Cardekho.com,MG Hector,A perfect suv for family,I like the design and headlamps of MG Hector and it enhances its looks.,5,Ajit Kumar,27-Jul-19,33,0,0,https://www.cardekho.com/user-review/mg-hector/a-perfect-suv-for-family-74586.htm
Cardekho.com,MG Hector,Nice car but need improvements,Good features but not good exteriors. It should be a bit of good quality,5,Tejas Jakharia,29-Jul-19,28,0,1,https://www.cardekho.com/user-review/mg-hector/nice-car-but-need-improvements-75029.htm
Cardekho.com,MG Hector,M.G. THE NEW LIFE,Nice car and comfortable space Power and interior are so good.,5,Vivek Vaishnav,29-Jul-19,24,0,0,https://www.cardekho.com/user-review/mg-hector/mg-the-new-life-74974.htm
Cardekho.com,MG Hector,Worst Car,"MG Hector: Battery issue, small wheelbase as per car size, panoramic roof heats rear passenger seating too early. Touch screen not very responsive. The company's customer care not responsive regarding problems shared. Overall interested in selling numbers. New car delivered with scratches, driving foot Matt to pin broken, noisy roof opening & shaking rearview mirror. Complaint sent to the company via mail but nothing responded from dealer ends regarding the same. ",2,Anonymous,24-Jul-19,56,1,0,https://www.cardekho.com/user-review/mg-hector/worst-car-74136.htm
Cardekho.com,MG Hector,Overall package,Perfect car to give tough competition to Tata Harrier and jeep compass. The car is fully loaded with features.,5,Harleen Singh,25-Jul-19,39,0,0,https://www.cardekho.com/user-review/mg-hector/overall-package-74175.htm
Cardekho.com,MG Hector,Middle seat disappointing,Middle seats seem not as comfortable as not getting support to thighs and maybe a painful journey for a long drive.,2,Vinayak Kadam,25-Jul-19,50,1,1,https://www.cardekho.com/user-review/mg-hector/middle-seat-disappointing-74165.htm
Cardekho.com,MG Hector,Stylish car,"Looking so stylish and a new generation SUV car today. and finally, I never have seen this car before.",5,Sachin Singh,24-Jul-19,20,0,1,https://www.cardekho.com/user-review/mg-hector/stylish-car-74079.htm
Cardekho.com,MG Hector,MG HECTOR is a dope,I love the design of this car. This is the best SUV under this price range. I am in love with the features this car has.,5,Aman Goel,24-Jul-19,70,1,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-is-a-dope-74031.htm
Cardekho.com,MG Hector,Car performance,Superb car with all new features. A pure mixture of art and power with an affordable price will make a huge change in the car industry.,5,Shekhar Gounder,23-Jul-19,48,0,0,https://www.cardekho.com/user-review/mg-hector/car-performance-73824.htm
Cardekho.com,MG Hector,The Best Car,This is a superb car. The features are excellent. Overall a good car in the segment. ,5,Pravina Jayesh Gogri,26-Jul-19,21,0,0,https://www.cardekho.com/user-review/mg-hector/the-best-car-74384.htm
Cardekho.com,MG Hector,A Good Car,The looks are very good. The features are impressive. The handling is nice. The features are amazing. ,3,Madhusudan,26-Jul-19,32,1,1,https://www.cardekho.com/user-review/mg-hector/a-good-car-74376.htm
Cardekho.com,MG Hector,Perfect Family Car,"It is the perfect family car in India under 20 lakhs, it comes with really great exterior and interior.",5,Tannu Mohit Ahuja,26-Jul-19,45,0,0,https://www.cardekho.com/user-review/mg-hector/perfect-family-car-74354.htm
Cardekho.com,MG Hector,Better than anything you've ever experienced!,"It has excellent build, splendid features and best in class boot space and amenities make it the perfect in this range!",5,Jay Dodia,23-Jul-19,21,1,0,https://www.cardekho.com/user-review/mg-hector/better-than-anything-youve-ever-experienced-73897.htm
Cardekho.com,MG Hector,Battery issue will be the biggest issue.,"MG Hector is one of the best SUVs in this segment. MG has basically competition with harrier and compass. I had driven this SUV so I am sharing my experience. Pros: 1. SUV has a good pickup. 2. Smooth drive.  Cons:1. Issue with the voice command. Either the voice command did not respond or it will listen to your personal talk too. 2. Display touch: Touch is not that much responding as expected. one can say that Touch is the same as in Chinese mobile. 3. cooling issue: Rear seat passenger is going to face this issue in Hot weather. Rear vent cooling is not as per the expectations. Due to the sunroof, rear seats have a much higher temperature. 4. The biggest issue which the one will face is the battery issue. Even MG knows that its battery is not that much perfect that's why MG is giving a 1-year warranty on the battery.",3,Vikas Dixit,22-Jul-19,37273,69,19,https://www.cardekho.com/user-review/mg-hector/battery-issue-will-be-the-biggest-issue-73530.htm
Cardekho.com,MG Hector,Excellent car in India.,Good SUV & value for money. MG is a good brand. Excellent SUV in the market.,5,Himanshu Shukla,19-Jul-19,90,0,0,https://www.cardekho.com/user-review/mg-hector/excellent-car-in-india-73026.htm
Cardekho.com,MG Hector,Very nice car,It's a very nice car in this price and this is India's first internet car.,5,Yogesh Singh Tanwar,22-Jul-19,30,0,0,https://www.cardekho.com/user-review/mg-hector/very-nice-car-73553.htm
Cardekho.com,MG Hector,An Amazing Car,MG Hector is an amazing car. The looks are very nice. I like this car. ,5,Siddharth Suryavanshi,22-Jul-19,22,1,0,https://www.cardekho.com/user-review/mg-hector/an-amazing-car-73557.htm
Cardekho.com,MG Hector,It's not a human thing,I would definitely buy MG Hector and I have ordered too. The first internet car and the specially the sun roof. The best SUV right now in the market.,5,Ravi Mukherjee,23-Jul-19,41,1,0,https://www.cardekho.com/user-review/mg-hector/its-not-a-human-thing-73791.htm
Cardekho.com,MG Hector,Best Car,MG Hector is a very beautiful car especially the internet facility is really very good.,5,User,23-Jul-19,17,0,0,https://www.cardekho.com/user-review/mg-hector/best-car-73790.htm
Cardekho.com,MG Hector,Bad Experience,"MG Hector does not give you mileage, the problem of battery discharge is there, voice command is not good, and also rear AC gives you very poor cooling.",2,Amit Kumar,23-Jul-19,114,5,1,https://www.cardekho.com/user-review/mg-hector/bad-experience-73783.htm
Cardekho.com,MG Hector,Futuristic SUV,MG Hector is a futuristic car with a combination of technology and engineering. I can definitely recommend buyers to go for the fascinating SUV. Most importantly the price tag is very wonderful.,5,Ankuran Boruah,22-Jul-19,638,0,0,https://www.cardekho.com/user-review/mg-hector/futuristic-suv-73525.htm
Cardekho.com,MG Hector,Best Car In The Segment,MG Hector is a fantastic car in the segment with nice colors and great features. It comes at good prices.,5,Abdul Kader Nk,19-Jul-19,20,0,0,https://www.cardekho.com/user-review/mg-hector/best-car-in-the-segment-73058.htm
Cardekho.com,MG Hector,The Best Car,"It is the best car in India, you will get the best features in this car and especially the sensors as they are awesome.",5,Shiba Panda,19-Jul-19,21,0,0,https://www.cardekho.com/user-review/mg-hector/the-best-car-72885.htm
Cardekho.com,MG Hector,Best car,Had been following this car since MGs entry in India. Got it booked way in advance and got the 1st Delivery of Petrol DCT SHARP last week. Car is top-loaded with Amazing Features which are all first in the segment. Right now getting a mileage of around 12 which is decent enough for Petrol Car of this size. Have actually noticed people on the road looking out of their Mercedes and Audis because of a Fresh and Beautifully Designed Machine on road after a long time in this Segment.,5,Deepak Bajaj,18-Jul-19,11069,18,3,https://www.cardekho.com/user-review/mg-hector/best-car-72882.htm
Cardekho.com,MG Hector,Best in Segment !,The MG Hector is the fulfilled Indian conditions. It's come on New features & its Unic. These made it Unic from other SUV in the Segment.,5,Aditya,18-Jul-19,69,0,1,https://www.cardekho.com/user-review/mg-hector/best-in-segment-72809.htm
Cardekho.com,MG Hector,MG Hector,"MG Hector is a nice car. MG Hector have all the features especially the voice commands are pretty good but the only thing, I personally didn't like is the power and the acceleration. In terms of power it seems nice on the paper but for the price point Harrier is quite nice.",4,Tushar Goyal,17-Jul-19,5854,0,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-72580.htm
Cardekho.com,MG Hector,Best car,"MG Hector is the best car in India, It is the first internet connection car with SIM. It looks very good. The size, shape, and overview of the back and front are awesome. It has good leg-space, The price of this is also very good and for family, it is the best in the world.",5,Hemant Kumar,16-Jul-19,1419,2,1,https://www.cardekho.com/user-review/mg-hector/best-car-72522.htm
Cardekho.com,MG Hector,MG Hector,"In India recently the new company had launched that is MG ( Morris garages ) & this company had also launched a new model which is the all-new MG hector, this car is the best SUV for India, Because this car gets more luxury features at less price & that's the advantage for customers, MG hector is the best rival for Hyundai creta, & I think the MG hector is best than the creta because MG hector is more stylish than the creta, & the main thing the customer see in a car is the mileage, & MG hector has the mileage of 15 KMPL in city & 17 KMPL on highway, so this wonderful thing in this car, & this car price starts from 12.18 lakhs, I wanna say thanks to the MG company for manufacturing this type of best SUV in less price.",5,Mohammed Naveed,16-Jul-19,694,3,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-72498.htm
Cardekho.com,MG Hector,Good morning to me and,Awesome car bast of bast good car insurance quotes and insurance quotes for your auto car insurance companies and insurance coverage online automobile insurance companies you will find more information.,5,Arman Malik,16-Jul-19,195,0,0,https://www.cardekho.com/user-review/mg-hector/good-morning-to-me-and-72440.htm
Cardekho.com,MG Hector,MG Hector,MG Hector is a very good car in the segment with more features and comfort. Fuel efficiency is also good in the same segment whether compared to tata harrier or jeep compass.,4,Shivam Singh,17-Jul-19,1162,5,2,https://www.cardekho.com/user-review/mg-hector/mg-hector-72634.htm
Cardekho.com,MG Hector,Best car,It is the best and wonderful car especially the voice commands.,4,Sunil Kumar,18-Jul-19,26,0,0,https://www.cardekho.com/user-review/mg-hector/best-car-72800.htm
Cardekho.com,MG Hector,MG Hector,MG Hector is the best car in its segment. I think MG Hector has all the features that a simple car need.,5,Unboxing King,16-Jul-19,20,0,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-72531.htm
Cardekho.com,MG Hector,Amazing car,Superb car with connectivity. It is an amazing car with excellent features.,5,Arvinder Singh,15-Jul-19,17,0,0,https://www.cardekho.com/user-review/mg-hector/amazing-car-72427.htm
Cardekho.com,MG Hector,All About MG - Hector,"MG Hector is a huge hit in India. Booking numbers are over 15,000 units in about 15 days post launch. Waiting period in most cities has touched 7 months, and increasing. With production of Hector limited to just 2,000 units a month, it is going to be a long wait for most buyers. The good news is that deliveries have started, and are in full swing Just like the Hector, there is another SUV which is all set for India launch, that has managed to garner a similar kind of buzz; and that is the Kia Seltos. With all the details about Kia Seltos now available, it is time to take a look at both MG Hector and Kia Seltos specs on paper. MG Hector and Kia Seltos are both equipped with connected car technologies, come in with an array for first in segment features and brim over with driver and passenger conveniences and comforts. They are both well equipped in terms of safety and both receive powerful engine lineup. The MG Hector is officially launched in India whereas the Kia Seltos is slated for launch on 22nd August 2019. Despite their similarities, there are some vital differences which are detailed below; Exterior Design and Features ? MG Hector is offered in four trims ? Style, Super, Smart and Sharp and color schemes of Candy White, Aurora Silver, Glaze Red, Starry Black and Burgundy Red. It boasts of a tall stance and commanding road presence. It is fitted with a large front grille with extensive use of chrome in its makeup, all LED lamps at the front and rear and side indicators along with silver finished skid plates, 17? dual tone alloy wheels and squared wheel arches. The silver finished roof rails and large panoramic sunroof enhance its sporty appeal along with chrome elements at the rear and a chrome bar that is positioned above the license plate. Dimensions ? MG Hector boasts of larger dimensions as compared to the Kia Seltos even though both are compact SUVs. The Hector stands 4,655mm in length, 1,835mm in width and 1,760mm in height. It gets a wheelbase of 2,750mm. On the other hand, the Kia Seltos stands distinctively shorter in length at 4,315mm while width is at 1,800mm, height at 1,620mm and wheelbase at 2,610mm. These dimensions could mean that the cabin of the Seltos would be a bit cramped as compared to that seen on the Hector while boot space will also be more spacious in the Hector as compared to that of the Seltos. Interior Features, Safety and Technology ? Interiors of the MG Hector boast of a neat design. The seats are comfortable and well bolstered with contouring for better passenger comforts and done up in soft touch upholstery in contrasting leather. The 10.4? full HD touchscreen sees fewer buttons. There are piano black inserts seen on the central console with grey accents on the dashboard enhancing its premium appeal. Where safety is concerned, compliance to new safety norms bring in electronic stability program, hill assist, cruise control, powered seats and 360 degree camera, rear parking sensors, 6 airbags, ABS and EBD as standard. MG Hector is the first connected compact SUV to launch in India. It woos tech savvy buyers in India with its array of advanced in-car technologies for which the company has linked up with global tech partners such as like Microsoft, Adobe, SAP, Cisco, Nuance, Gaana, TomTom and Unlimit. This car also receives Internet Protocol version 6, making it 5G ready and the e-SIM is provided by Airtel and MG Motors offering internet connectivity for the complete warranty period. Kia Seltos also commands well designed interiors with comfortable seating, an 8 speaker sound system from Bose, a first in segment 10.25? touchscreen infotainment system and a 7? color TFT unit for the instrument console. There is a bounty of safety features offered on the Kia Seltos. These include ABS, EBD, ECS, 6 airbags, traction control, stability management, hill start assist, brake assist, front and rear parking cameras and a 360 degree camera for all round visibility. The occupant cell has been designed for maximum protection in the event of a crash with high steel and deformation zones to absorb impact. Kia calls its connected technology as UVO which can be accessed via a smartphone. It offers a total of 37 connectivity features with roadside assistance and SOS to alert a call center in the event of an emergency. Price ? MG Hector is priced between Rs.12.18 lakhs and Rs.16.88 lakhs. Kia has not yet disclosed pricing of the upcoming Seltos which could be offered in a much lower price bracket starting from as low as Rs.11 lakhs going up to Rs.16 lakhs for the top end variant.",4,We Punjabi Music,12-Jul-19,33,0,0,https://www.cardekho.com/user-review/mg-hector/all-about-mg-hector-72013.htm
Cardekho.com,MG Hector,Look is smart,"We are waiting for delivery, that car is my favorite choice with family, I'm getting feedback from viewers from good, while compared with other SUV cars much better than others ... So, we choose and love MG Hector.",5,Raja Sekar,14-Jul-19,4378,1,0,https://www.cardekho.com/user-review/mg-hector/look-is-smart-72246.htm
Cardekho.com,MG Hector,Luxury for middleclass,The only thing disapointing is wheel size. It could be a bit big according to the body size. Performence is good but not that much while compare to same segment. Connectivity gives you a luxury feel in a small budget.,4,Rejath,13-Jul-19,4069,1,0,https://www.cardekho.com/user-review/mg-hector/luxury-for-middleclass-72159.htm
Cardekho.com,MG Hector,The experience and exclusive of mg hector,"I like the car design it features, it's awesome to see the front profile the dashing looks. the surrounding light system, it awesome to the led light, and there is no word for the infotainment system I will give 10 out of 10, It really wonderful. I wish to have this kind of car.",5,Samarjeet Mohanty,14-Jul-19,591,0,0,https://www.cardekho.com/user-review/mg-hector/the-experience-and-exclusive-of-mg-hector-72234.htm
Cardekho.com,MG Hector,Luxury car,MG Hector is a perfect car lavish and comfortable and decent looks and luxury features.,5,Pranav,13-Jul-19,22,0,0,https://www.cardekho.com/user-review/mg-hector/luxury-car-72164.htm
Cardekho.com,MG Hector,MG Hector MT,"I think this car is better than Toyota Fortuner and there are many features which make it different to other cars and Fortuner also and this is first internet car in India, so I if someone asked me to buy a car. I will recommend this one car MG hector and if we talk about the price of this car so it's good being an internet car.",5,Rajat Kumar,13-Jul-19,3620,3,3,https://www.cardekho.com/user-review/mg-hector/mg-hector-mt-72163.htm
Cardekho.com,MG Hector,Affordable priced car,"Value for money, good feel which gives inside the car, we feel the luxury needs in the car.",5,Remo Tony,13-Jul-19,23,0,0,https://www.cardekho.com/user-review/mg-hector/affordable-priced-car-72110.htm
Cardekho.com,MG Hector,MG Hector,"I am planning to buy MG Hector diesel sharp variant. I think it is the best car in its segment with tons of features. It's slighting position looks superb with all LEDs. The panoramic sunroof looks good. I have dropped my idea to my Ford Endeavor. White color looks wow. The rear seat is adjustable with the different seating position. The ground clearance is ok. The engine with 2.0,  it produces 170 bhp. The decent turning radius of 5.2.boot space is 589 liter. Six airbags and 17 inches tyres and a Stepney with 17-inch tyre. Three spokes steering with height and reach adjustable. Rain-sensing viper's. Pressure and temperature monitoring system. Accua weather app and gaana app and many more.",5,Syed Irshad Hussain,14-Jul-19,286,0,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-72311.htm
Cardekho.com,MG Hector,MG Hector comfort,MG Hector is a nice and comfortable car. With nice gearbox as well.,5,Pratima D Pathak,13-Jul-19,21,0,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-comfort-72160.htm
Cardekho.com,MG Hector,Awesome car,"MG Hector comes with great features. It is really an awesome car, you will end up buying MG Hector.",5,Rohit Shakya,14-Jul-19,17,0,0,https://www.cardekho.com/user-review/mg-hector/awesome-car-72337.htm
Cardekho.com,MG Hector,My experience,"Wonderful car and looking very nice I am very impressed this car system and looks. This is a really wonderful car, the driving experience is wonderful & mileage is very good. I like this car, I am very happy to choose this car, amazing look easy to drive, and 100% safe.",5,Ashish Rajput,11-Jul-19,9839,5,1,https://www.cardekho.com/user-review/mg-hector/my-experience-71812.htm
Cardekho.com,MG Hector,Love the quality of this product,"MG Hector is a great car and best in features out there in the segment, and the advantage is that the prices are also outstanding and in features, I can't say because better have this car into your garage.",5,Suryansh Shukla,10-Jul-19,1275,1,0,https://www.cardekho.com/user-review/mg-hector/love-the-quality-of-this-product-71717.htm
Cardekho.com,MG Hector,Full value of money,"I test drove a smart petrol automatic transmission, it was wonderful to experience. I booked the same in May 19 Pre-bookings.",5,Jipsy,12-Jul-19,35,0,1,https://www.cardekho.com/user-review/mg-hector/full-value-of-money-71948.htm
Cardekho.com,MG Hector,Great car,This car was amazing and this is the feature car in our country. it's really a human thing,5,Manju Bhargav,12-Jul-19,21,2,0,https://www.cardekho.com/user-review/mg-hector/great-car-71945.htm
Cardekho.com,MG Hector,Fabulous work by MG,"Awesome looking stylish, my dream car, there is none in the competition in this price range. Great work MG.",5,Faraz Khan,12-Jul-19,20,0,0,https://www.cardekho.com/user-review/mg-hector/fabulous-work-by-mg-71944.htm
Cardekho.com,MG Hector,MG Hector the new human bond,"Realistic car, I just can't express my love about this MG Hector. It is fantastic, it is amazing, and the main thing it is value for money. I just loved it and its turbo engine gives a kick.",5,Aakarsh Verma,11-Jul-19,415,0,0,https://www.cardekho.com/user-review/mg-hector/mg-hector-the-new-human-bond-71740.htm
Cardekho.com,MG Hector,Outstanding SUV,"Outstanding SUV ever in this range, going to boom the market. It's really having outstanding and advanced features and also has a great safety. It is completely comfortable from each and every angle.",5,Kaptaan,12-Jul-19,168,0,0,https://www.cardekho.com/user-review/mg-hector/outstanding-suv-71877.htm
Cardekho.com,MG Hector,Great Car,MG HECTOR is an awesome car because of its looks and features. Voice control is an add on in this car. It also has a panoramic sunroof. I love this car.,5,Dwarika Prasad Gupta,11-Jul-19,21,0,0,https://www.cardekho.com/user-review/mg-hector/great-car-71819.htm
